full_name;name;last_name;current_club;nationality;goals_overall;assists_overall
Lewis Norman Dobbin;Lewis;Norman Dobbin;Everton;England;0;0
Lewis O'Brien;Lewis;O'Brien;Nottingham Forest;England;0;0
Lisandro Martiez;Lisandro;Martiez;Manchester United;Argentina;0;0
Lloyd Kelly;Lloyd;Kelly;AFC Bournemouth;England;0;0
Louie Marsh;Louie;Marsh;Sheffield United;England;0;0
Luca Koleosho;Luca;Koleosho;Burnley;USA;0;1
Lucas Bergstram;Lucas;Bergstram;Chelsea;Finland;0;0
Lucas Digne;Lucas;Digne;Aston Villa;France;0;1
Lucas Paqueta;Lucas;Paqueta;West Ham United;Brazil;1;1
Luis Diaz;Luis;Diaz;Liverpool;Colombia;2;0
Luke Berry;Luke;Berry;Luton Town;England;0;0
Luke Harris;Luke;Harris;Fulham;Wales;0;0
Luke Shaw;Luke;Shaw;Manchester United;England;0;0
Luke Thomas;Luke;Thomas;Sheffield United;England;0;0
Lyle Foster;Lyle;Foster;Burnley;South Africa;2;0
Mads Juel Andersen;Mads;Juel Andersen;Luton Town;Denmark;1;0
Mads Roerslev;Mads;Roerslev;Brentford;Denmark;0;0
Mahmoud Dahoud;Mahmoud;Dahoud;Brighton & Hove Albion;Germany;0;0
Malo Gusto;Malo;Gusto;Chelsea;France;0;2
Manor Solomon;Manor;Solomon;Tottenham Hotspur;Israel;0;2
Manuel Akanji;Manuel;Akanji;Manchester City;Switzerland;0;0
Manuel Benson Hedilazio;Manuel;Benson Hedilazio;Burnley;Belgium;0;0
Marc Cucurella;Marc;Cucurella;Chelsea;Spain;0;0
Marc Guehi;Marc;Guehi;Crystal Palace;England;0;0
Marcos Senesi;Marcos;Senesi;AFC Bournemouth;Argentina;0;1
Marcus Rashford;Marcus;Rashford;Manchester United;England;1;1
Marcus Tavernier;Marcus;Tavernier;AFC Bournemouth;England;0;1
Marek RodAk;Marek;RodAk;Fulham;Slovakia;0;0
Mario Lemina;Mario;Lemina;Wolverhampton Wanderers;Gabon;0;0
Mark Flekken;Mark;Flekken;Brentford;Netherlands;0;0
Martin Dabravka;Martin;Dabravka;Newcastle United;Slovakia;0;0
Martin Andegaard;Martin;Andegaard;Arsenal;Norway;2;0
Marvelous Nakamba;Marvelous;Nakamba;Luton Town;Zimbabwe;0;0
Mason Mount;Mason;Mount;Manchester United;England;0;0
Mateo Kovacic;Mateo;Kovacic;Manchester City;Croatia;0;0
Matheus Cunha;Matheus;Cunha;Wolverhampton Wanderers;Brazil;1;0
Matheus Nunes;Matheus;Nunes;Manchester City;Portugal;0;0
Mathias Jensen;Mathias;Jensen;Brentford;Denmark;1;0
Mathias Jargensen;Mathias;Jargensen;Brentford;Denmark;0;0
Matt Doherty;Matt;Doherty;Wolverhampton Wanderers;Republic of Ireland;0;0
Matt Ritchie;Matt;Ritchie;Newcastle United;Scotland;0;0
Matt Targett;Matt;Targett;Newcastle United;England;0;0
Matt Turner;Matt;Turner;Nottingham Forest;USA;0;0
Matty Cash;Matty;Cash;Aston Villa;Poland;2;0
Max Kilman;Max;Kilman;Wolverhampton Wanderers;England;0;0
Max Lowe;Max;Lowe;Sheffield United;England;0;0
Maximillian James Aarons;Maximillian;James Aarons;AFC Bournemouth;England;0;0
MAximo Perrone;MAximo;Perrone;Manchester City;Argentina;0;0
Maxwel Cornet;Maxwel;Cornet;West Ham United;Ivory Coast;0;0
Michael Keane;Michael;Keane;Everton;England;0;0
Michail Antonio;Michail;Antonio;West Ham United;Jamaica;2;0
Mickey van de Ven;Mickey;van de Ven;Tottenham Hotspur;Netherlands;0;0
Miguel Almiron;Miguel;Almiron;Newcastle United;Paraguay;0;0
Mikkel Damsgaard;Mikkel;Damsgaard;Brentford;Denmark;0;0
Milos Kerkez;Milos;Kerkez;AFC Bournemouth;Hungary;0;0
Mohamed Salah;Mohamed;Salah;Liverpool;Egypt;2;2
Mohamed Zeki Amdouni;Mohamed;Zeki Amdouni;Burnley;Switzerland;0;0
Mohammed Kudus;Mohammed;Kudus;West Ham United;Ghana;0;0
Moises Caicedo;Moises;Caicedo;Chelsea;Ecuador;0;0
Morgan Gibbs-White;Morgan;Gibbs-White;Nottingham Forest;England;0;1
Moussa Diaby;Moussa;Diaby;Aston Villa;France;2;1
Moussa Niakhate;Moussa;Niakhate;Nottingham Forest;Senegal;0;0
Mykhailo Mudryk;Mykhailo;Mudryk;Chelsea;Ukraine;0;0
Naouirou Ahamada;Naouirou;Ahamada;Crystal Palace;France;0;0
Nathan Ake;Nathan;Ake;Manchester City;Netherlands;1;0
Nathan Collins;Nathan;Collins;Brentford;Republic of Ireland;0;1
Nathan Fraser;Nathan;Fraser;Wolverhampton Wanderers;Republic of Ireland;0;0
Nathan Patterson;Nathan;Patterson;Everton;Scotland;0;1
Nathan Redmond;Nathan;Redmond;Burnley;England;0;0
Nathaniel Clyne;Nathaniel;Clyne;Crystal Palace;England;0;0
Nayef Aguerd;Nayef;Aguerd;West Ham United;Morocco;1;0
Neal Maupay;Neal;Maupay;Everton;France;0;0
Neco Williams;Neco;Williams;Nottingham Forest;Wales;0;0
NAelson Semedo;NAelson;Semedo;Wolverhampton Wanderers;Portugal;0;0
Neto;Neto;;AFC Bournemouth;Brazil;0;0
Nick Pope;Nick;Pope;Newcastle United;England;0;0
Nicolas Jackson;Nicolas;Jackson;Chelsea;Senegal;1;0
Nicolas Zaniolo;Nicolas;Zaniolo;Aston Villa;Italy;0;0
Noni Madueke;Noni;Madueke;Chelsea;England;0;0
Nuno Tavares;Nuno;Tavares;Nottingham Forest;Portugal;0;0
Odsonne Adouard;Odsonne;Adouard;Crystal Palace;France;3;0
Ola Aina;Ola;Aina;Nottingham Forest;Nigeria;0;0
Oleksandr Zinchenko;Oleksandr;Zinchenko;Arsenal;Ukraine;0;0
Oliver McBurnie;Oliver;McBurnie;Sheffield United;Scotland;0;1
Oliver Norwood;Oliver;Norwood;Sheffield United;Northern Ireland;0;0
Oliver Skipp;Oliver;Skipp;Tottenham Hotspur;England;0;0
Oliwier Zych;Oliwier;Zych;Aston Villa;Poland;0;0
Ollie Watkins;Ollie;Watkins;Aston Villa;England;0;2
Orel Mangala;Orel;Mangala;Nottingham Forest;Belgium;0;0
Oscar Bobb;Oscar;Bobb;Manchester City;Norway;0;0
Pablo Fornals;Pablo;Fornals;West Ham United;Spain;0;0
Pablo Sarabia;Pablo;Sarabia;Wolverhampton Wanderers;Spain;0;1
Pape Matar Sarr;Pape;Matar Sarr;Tottenham Hotspur;Senegal;1;1
Pascal Groyan;Pascal;Groyan;Brighton & Hove Albion;Germany;1;0
Pau Torres;Pau;Torres;Aston Villa;Spain;0;0
Pedro Neto;Pedro;Neto;Wolverhampton Wanderers;Portugal;0;3
Pedro Porro;Pedro;Porro;Tottenham Hotspur;Spain;0;1
Pelly Ruddock;Pelly;Ruddock;Luton Town;England;0;0
Pervis Estupiean;Pervis;Estupiean;Brighton & Hove Albion;Ecuador;1;2
Phil Foden;Phil;Foden;Manchester City;England;0;3
Philip Billing;Philip;Billing;AFC Bournemouth;Denmark;0;0
Philippe Coutinho;Philippe;Coutinho;Aston Villa;Brazil;0;0
Pierre-Emile Hajbjerg;Pierre-Emile;Hajbjerg;Tottenham Hotspur;Denmark;0;0
Radek Vaetek;Radek;Vaetek;Manchester United;Czech Republic;0;0
Raheem Sterling;Raheem;Sterling;Chelsea;England;2;0
Raphael Varane;Raphael;Varane;Manchester United;France;1;0
Rasmus Hajlund;Rasmus;Hajlund;Manchester United;Denmark;0;0
Raul Jimenez;Raul;Jimenez;Fulham;Mexico;0;0
Rayan AtonNouri;Rayan;AtonNouri;Wolverhampton Wanderers;France;0;0
Reece Burke;Reece;Burke;Luton Town;England;0;0
Reece James;Reece;James;Chelsea;England;0;0
Reiss Nelson;Reiss;Nelson;Arsenal;England;0;0
Remi Matthews;Remi;Matthews;Crystal Palace;England;0;0
Remo Freuler;Remo;Freuler;Nottingham Forest;Switzerland;0;0
Richarlison;Richarlison;;Tottenham Hotspur;Brazil;0;0
Rico Henry;Rico;Henry;Brentford;England;0;1
Rico Lewis;Rico;Lewis;Manchester City;England;0;0
Robert SAnchez;Robert;SAnchez;Chelsea;Spain;0;0
Robin Olsen;Robin;Olsen;Aston Villa;Sweden;0;0
Rodri;Rodri;;Manchester City;Spain;2;1
Rodrigo Muniz;Rodrigo;Muniz;Fulham;Brazil;0;0
Ross Barkley;Ross;Barkley;Luton Town;England;0;0
RAeben Dias;RAeben;Dias;Manchester City;Portugal;0;0
Ryan Christie;Ryan;Christie;AFC Bournemouth;Scotland;0;0
Ryan Giles;Ryan;Giles;Luton Town;England;0;0
Ryan Yates;Ryan;Yates;Nottingham Forest;England;0;0
Said Benrahma;Said;Benrahma;West Ham United;Algeria;0;1
Sam Johnstone;Sam;Johnstone;Crystal Palace;England;0;0
Saman Ghoddos;Saman;Ghoddos;Brentford;Iran;0;0
Sander Berge;Sander;Berge;Burnley;Norway;0;0
Sandro Tonali;Sandro;Tonali;Newcastle United;Italy;1;0
Sasa Kalajdzic;Sasa;Kalajdzic;Wolverhampton Wanderers;Austria;1;0
Sasha Lukic;Sasha;Lukic;Fulham;Serbia;0;0
Scott Carson;Scott;Carson;Manchester City;England;0;0
Scott McKenna;Scott;McKenna;Nottingham Forest;Scotland;0;0
Scott McTominay;Scott;McTominay;Manchester United;Scotland;0;0
Sean Longstaff;Sean;Longstaff;Newcastle United;England;0;1
Serge Aurier;Serge;Aurier;Nottingham Forest;Ivory Coast;0;2
Sergio Gomez;Sergio;Gomez;Manchester City;Spain;0;1
Sergio Reguilon;Sergio;Reguilon;Manchester United;Spain;0;0
Shandon Baptiste;Shandon;Baptiste;Brentford;Grenada;0;0
Simon Adingra;Simon;Adingra;Brighton & Hove Albion;Ivory Coast;1;0
Solly March;Solly;March;Brighton & Hove Albion;England;3;0
Stefan Bajcetic;Stefan;Bajcetic;Liverpool;Spain;0;0
Stefan Ortega;Stefan;Ortega;Manchester City;Germany;0;0
Steven Alzate;Steven;Alzate;Brighton & Hove Albion;Colombia;0;0
Sven Botman;Sven;Botman;Newcastle United;Netherlands;0;1
Tahith Chong;Tahith;Chong;Luton Town;Netherlands;0;0
Taiwo Awoniyi;Taiwo;Awoniyi;Nottingham Forest;Nigeria;3;1
Takehiro Tomiyasu;Takehiro;Tomiyasu;Arsenal;Japan;0;0
Tariq Lamptey;Tariq;Lamptey;Brighton & Hove Albion;Ghana;0;0
Thiago Silva;Thiago;Silva;Chelsea;Brazil;0;0
Thilo Kehrer;Thilo;Kehrer;West Ham United;Germany;0;0
Thomas Cannon;Thomas;Cannon;Everton;Republic of Ireland;0;0
Thomas Kaminski;Thomas;Kaminski;Luton Town;Belgium;0;0
Thomas Partey;Thomas;Partey;Arsenal;Ghana;0;0
Thomas Strakosha;Thomas;Strakosha;Brentford;Albania;0;0
Tim Krul;Tim;Krul;Luton Town;Netherlands;0;0
Tim Ream;Tim;Ream;Fulham;USA;1;0
Timothy Castagne;Timothy;Castagne;Fulham;Belgium;0;0
Tom Cairney;Tom;Cairney;Fulham;Scotland;0;0
Tom Davies;Tom;Davies;Sheffield United;England;0;0
Tom Lockyer;Tom;Lockyer;Luton Town;Wales;0;0
Tomas  Souek;Tomas; Souek;West Ham United;Czech Republic;0;1
Tosin Adarabioyo;Tosin;Adarabioyo;Fulham;England;0;0
Toti Gomes;Toti;Gomes;Wolverhampton Wanderers;Portugal;0;0
Trent Alexander-Arnold;Trent;Alexander-Arnold;Liverpool;England;0;1
Tyler Onyango;Tyler;Onyango;Everton;England;0;0
Tyrese Francois;Tyrese;Francois;Fulham;Australia;0;0
Tyrick Mitchell;Tyrick;Mitchell;Crystal Palace;England;0;1
Tyrone Mings;Tyrone;Mings;Aston Villa;England;0;0
Valentino Livramento;Valentino;Livramento;Newcastle United;England;0;0
Victor Alexander da Silva;Victor;Alexander da Silva;Burnley;Brazil;0;0
Victor Lindelaf;Victor;Lindelaf;Manchester United;Sweden;0;0
Vinicius Souza;Vinicius;Souza;Sheffield United;Brazil;0;0
Virgil van Dijk;Virgil;van Dijk;Liverpool;Netherlands;0;0
Vitalii Mykolenko;Vitalii;Mykolenko;Everton;Ukraine;0;0
Vitaly Janelt;Vitaly;Janelt;Brentford;Germany;0;0
Vladimir  Coufal;Vladimir; Coufal;West Ham United;Czech Republic;0;0
Wataru Endo;Wataru;Endo;Liverpool;Japan;0;0
Wes Foderingham;Wes;Foderingham;Sheffield United;England;0;0
Will Hughes;Will;Hughes;Crystal Palace;England;0;0
Will Osula;Will;Osula;Sheffield United;England;0;0
William Saliba;William;Saliba;Arsenal;France;0;1
Willian;Willian;;Fulham;Brazil;0;0
Willy Boly;Willy;Boly;Nottingham Forest;Ivory Coast;1;0
Wilson Odobert;Wilson;Odobert;Burnley;France;0;0
Yehor Yarmoliuk;Yehor;Yarmoliuk;Brentford;Ukraine;0;0
Yoane Wissa;Yoane;Wissa;Brentford;Congo DR;2;0
Youri Tielemans;Youri;Tielemans;Aston Villa;Belgium;0;0
Youssef Chermiti;Youssef;Chermiti;Everton;Portugal;0;0
Yves Bissouma;Yves;Bissouma;Tottenham Hotspur;Mali;0;0
A Petrovic;A;Petrovic;Chelsea;Serbia;0;0
Aukasz Fabianski;Aukasz;Fabianski;West Ham United;Poland;0;0
Aaron Escandell Banacloche;Aaron;Escandell Banacloche;UD Las Palmas;Spain;0;0
Abdelkabir Abqar;Abdelkabir;Abqar;Deportivo Alaves;Morocco;0;0
Abderrahman Rebbach;Abderrahman;Rebbach;Deportivo Alaves;Algeria;0;0
Abdi Prats;Abdi;Prats;RCD Mallorca;Spain;1;0
Abdul Mumin;Abdul;Mumin;Rayo Vallecano;Ghana;0;0
Abner Vinicius;Abner;Vinicius;Real Betis;Brazil;0;0
AdriAe Altimira Reynaldos;AdriAe;Altimira Reynaldos;Villarreal;Spain;0;0
AdriAe Miquel Bosch Sanchis;AdriAe;Miquel Bosch Sanchis;Granada CF;Spain;0;0
AdriAe Pedrosa;AdriAe;Pedrosa;Sevilla FC;Spain;0;0
AdriAn Embarba;AdriAn;Embarba;Almeria;Spain;0;0
AdriAn Lopez Garrote;AdriAn;Lopez Garrote;Granada CF;Spain;0;0
Adrian Rodriguez Gimenez;Adrian;Rodriguez Gimenez;Deportivo Alaves;Spain;0;0
Agusti Marchesi;Agusti;Marchesi;Celta de Vigo;Argentina;0;0
Aihen Mueoz;Aihen;Mueoz;Real Sociedad;Spain;0;1
Aimar Oroz;Aimar;Oroz;CA Osasuna;Spain;1;0
Assa Mandi;Assa;Mandi;Villarreal;Algeria;0;0
Aitor FernAndez;Aitor;FernAndez;CA Osasuna;Spain;0;0
Aitor Fraga Torres;Aitor;Fraga Torres;Real Sociedad;Spain;0;0
Aitor Paredes;Aitor;Paredes;Athletic Club Bilbao;Spain;0;0
Aitor Ruibal;Aitor;Ruibal;Real Betis;Spain;0;1
Alberto Moreno;Alberto;Moreno;Villarreal;Spain;0;0
Alberto Perea;Alberto;Perea;Granada CF;Spain;0;0
Alberto Soro Aelvarez;Alberto;Soro Aelvarez;Granada CF;Spain;0;0
Aleix Garcia;Aleix;Garcia;Girona FC;Spain;1;0
Alejandro Balde;Alejandro;Balde;FC Barcelona;Spain;0;0
Alejandro Catena;Alejandro;Catena;CA Osasuna;Spain;0;0
Alejandro Pozo;Alejandro;Pozo;Almeria;Spain;0;0
Aleksandar Sedlar;Aleksandar;Sedlar;Deportivo Alaves;Serbia;0;0
Aelex Baena;Aelex;Baena;Villarreal;Spain;1;2
Aelex Berenguer;Aelex;Berenguer;Athletic Club Bilbao;Spain;0;0
Alex Centelles;Alex;Centelles;Almeria;Spain;0;0
Aelex FernAndez;Aelex;FernAndez;Cadiz;Spain;0;0
Aelex Remiro;Aelex;Remiro;Real Sociedad;Spain;0;0
Alex Ujia Piriz;Alex;Ujia Piriz;Deportivo Alaves;Spain;0;0
Alexander Sarloth;Alexander;Sarloth;Villarreal;Norway;2;0
Alfonso Espino;Alfonso;Espino;Rayo Vallecano;Uruguay;0;0
Alfonso pedraza;Alfonso;pedraza;Villarreal;Spain;0;2
Aelvaro Bastida;Aelvaro;Bastida;Cadiz;Spain;0;0
Aelvaro Garcia Rivera;Aelvaro;Garcia Rivera;Rayo Vallecano;Spain;1;0
Aelvaro Lemos Collazo;Aelvaro;Lemos Collazo;UD Las Palmas;Spain;0;0
Alvaro Morata;Alvaro;Morata;Atletico Madrid;Spain;3;0
Aelvaro Negredo;Aelvaro;Negredo;Cadiz;Spain;0;0
Aelvaro Odriozola;Aelvaro;Odriozola;Real Madrid;Spain;0;0
Aelvaro Valles Rosa;Aelvaro;Valles Rosa;UD Las Palmas;Spain;0;0
Amath Ndiaye Diedhiou;Amath;Ndiaye Diedhiou;RCD Mallorca;Senegal;0;0
Anastasios Douvikas;Anastasios;Douvikas;Celta de Vigo;Greece;0;0
Ander Astralaga;Ander;Astralaga;FC Barcelona;Spain;0;0
Ander Barrenetxea;Ander;Barrenetxea;Real Sociedad;Spain;2;0
Ander Guevara;Ander;Guevara;Deportivo Alaves;Spain;0;0
Ander Herrera;Ander;Herrera;Athletic Club Bilbao;Spain;0;0
Ander SAnchez FernAndez De Lar;Ander;SAnchez FernAndez De Lar;Deportivo Alaves;Spain;0;0
Andoni Gorosabel;Andoni;Gorosabel;Deportivo Alaves;Spain;0;0
Andres Almeida;Andres;Almeida;Valencia CF;Portugal;0;1
AndresFilipe Magalhaes Ribeiro Ferreira;AndresFilipe;Magalhaes Ribeiro Ferreira;Granada CF;Portugal;0;0
Andreas Christensen;Andreas;Christensen;FC Barcelona;Denmark;0;0
Andrei Florin Ratiu;Andrei;Florin Ratiu;Rayo Vallecano;Romania;0;0
Andres Guardado;Andres;Guardado;Real Betis;Mexico;0;0
Andriy Lunin;Andriy;Lunin;Real Madrid;Ukraine;0;0
Angel Correa;Angel;Correa;Atletico Madrid;Argentina;1;1
Ansu Fati;Ansu;Fati;FC Barcelona;Guinea-Bissau;0;0
Ante Budimir;Ante;Budimir;CA Osasuna;Croatia;0;1
Anthony Lozano;Anthony;Lozano;Getafe CF;Honduras;0;0
Antoine Griezmann;Antoine;Griezmann;Atletico Madrid;France;1;0
Antonio Blanco;Antonio;Blanco;Deportivo Alaves;Spain;0;0
Antonio Gomis AlemAn;Antonio;Gomis AlemAn;Atletico Madrid;Spain;0;0
Antonio Jose Raillo Arenas;Antonio;Jose Raillo Arenas;RCD Mallorca;Spain;1;0
Antonio Rodiger;Antonio;Rodiger;Real Madrid;Germany;0;0
Antonio Sanchez;Antonio;Sanchez;RCD Mallorca;Spain;0;0
Antonio Sivera SilvA;Antonio;Sivera SilvA;Deportivo Alaves;Spain;0;0
Aridane HernAndez Umpiarrez;Aridane;HernAndez Umpiarrez;Rayo Vallecano;Spain;0;0
Aritz Elustondo;Aritz;Elustondo;Real Sociedad;Spain;0;0
Arnau Martinez;Arnau;Martinez;Girona FC;Spain;0;1
Arnau Puigmal;Arnau;Puigmal;Almeria;Spain;0;0
Arsen Zakharyan;Arsen;Zakharyan;Real Sociedad;Russia;0;0
Artem Dovbyk;Artem;Dovbyk;Girona FC;Ukraine;1;0
Arvin Appiah;Arvin;Appiah;Almeria;England;0;0
Asier Villalibre;Asier;Villalibre;Athletic Club Bilbao;Spain;0;0
Aurilien Tchouameni;Aurilien;Tchouameni;Real Madrid;France;0;0
Axel Witsel;Axel;Witsel;Atletico Madrid;Belgium;0;0
Ayoze Perez;Ayoze;Perez;Real Betis;Spain;1;0
Ben Brereton;Ben;Brereton;Villarreal;England;0;0
Berat Prados Diaz;Berat;Prados Diaz;Athletic Club Bilbao;Spain;0;0
Berat Turrientes;Berat;Turrientes;Real Sociedad;Spain;0;0
Benito Ramirez del Toro;Benito;Ramirez del Toro;UD Las Palmas;Spain;0;0
Bernardo Espinosa;Bernardo;Espinosa;Girona FC;Colombia;0;0
Borja Iglesias;Borja;Iglesias;Real Betis;Spain;0;0
Borja Mayoral;Borja;Mayoral;Getafe CF;Spain;2;0
Brahim Diaz;Brahim;Diaz;Real Madrid;Spain;0;0
Brais Mendez;Brais;Mendez;Real Sociedad;Spain;0;2
Bruno Iribarne AlemAn;Bruno;Iribarne AlemAn;Almeria;Spain;0;0
Bryan Zaragoza Martiez;Bryan;Zaragoza Martiez;Granada CF;Spain;2;0
Caglar Siyanca;Caglar;Siyanca;Atletico Madrid;Turkey;0;0
Carl Starfelt;Carl;Starfelt;Celta de Vigo;Sweden;0;0
Carles Alena;Carles;Alena;Getafe CF;Spain;0;0
Carles Perez;Carles;Perez;Celta de Vigo;Spain;0;0
Carlos Domiguez;Carlos;Domiguez;Celta de Vigo;Spain;0;0
Carlos Dotor;Carlos;Dotor;Celta de Vigo;Spain;0;0
Carlos FernAndez;Carlos;FernAndez;Real Sociedad;Spain;0;0
Carlos Nahuel Benavidez Protesoni;Carlos;Nahuel Benavidez Protesoni;Deportivo Alaves;Uruguay;0;0
Carlos Neva Tey;Carlos;Neva Tey;Granada CF;Spain;0;0
Cenk Abakcar;Cenk;Abakcar;Valencia CF;Turkey;0;0
Cesar Azpilicueta;Cesar;Azpilicueta;Atletico Madrid;Spain;0;0
Cesar Torrega Requeni;Cesar;Torrega Requeni;Valencia CF;Spain;0;0
Chadi Riad;Chadi;Riad;Real Betis;Morocco;0;0
Chimy Avila;Chimy;Avila;CA Osasuna;Argentina;1;0
Chris Ramos;Chris;Ramos;Cadiz;Spain;1;0
Cristhian Mosquera;Cristhian;Mosquera;Valencia CF;Spain;0;0
Cristhian Stuani;Cristhian;Stuani;Girona FC;Uruguay;2;0
Cristian Ignacio Herrera Perez;Cristian;Ignacio Herrera Perez;UD Las Palmas;Spain;0;0
Cristian Portugues;Cristian;Portugues;Girona FC;Spain;1;0
Cristian Rivero;Cristian;Rivero;Valencia CF;Spain;0;0
Cyle Larin;Cyle;Larin;RCD Mallorca;Canada;0;0
Daley Blind;Daley;Blind;Girona FC;Netherlands;0;0
Daley Sinkgraven;Daley;Sinkgraven;UD Las Palmas;Netherlands;0;0
DamiAn SuArez;DamiAn;SuArez;Getafe CF;Uruguay;0;0
Dani Garcia;Dani;Garcia;Athletic Club Bilbao;Spain;0;0
Dani Parejo;Dani;Parejo;Villarreal;Spain;0;0
Dani Perez;Dani;Perez;Real Betis;Spain;0;0
Dani Rodriguez;Dani;Rodriguez;RCD Mallorca;Spain;0;0
Dani Vivian;Dani;Vivian;Athletic Club Bilbao;Spain;0;0
Daniel Andres Luna Garcia;Daniel;Andres Luna Garcia;RCD Mallorca;Colombia;0;0
Daniel Cardenas Lindez;Daniel;Cardenas Lindez;Rayo Vallecano;Spain;0;0
Daniel Carvajal;Daniel;Carvajal;Real Madrid;Spain;0;1
Daniel Cerantola Fuzato;Daniel;Cerantola Fuzato;Getafe CF;Brazil;0;0
Darwin Macha;Darwin;Macha;Cadiz;Venezuela;2;0
David Alaba;David;Alaba;Real Madrid;Austria;0;1
David Garcia;David;Garcia;CA Osasuna;Spain;0;0
David Gil;David;Gil;Cadiz;Spain;0;0
David Lopez;David;Lopez;Girona FC;Spain;0;0
David Soria;David;Soria;Getafe CF;Spain;0;0
Denis SuArez;Denis;SuArez;Villarreal;Spain;0;0
Diego Kochen;Diego;Kochen;FC Barcelona;USA;0;0
Diego Lopez;Diego;Lopez;Valencia CF;Spain;0;0
Diego Mariño;Diego;Mariño;Almeria;Spain;0;0
Diego Mendez;Diego;Mendez;Rayo Vallecano;Spain;0;0
Diego Piñeiro;Diego;Piñeiro;Real Madrid;Spain;0;0
Diego Rico;Diego;Rico;Real Sociedad;Spain;0;0
Dimitri Foulquier;Dimitri;Foulquier;Valencia CF;France;0;0
Dimitrios Stamatakis;Dimitrios;Stamatakis;CA Osasuna;Greece;0;0
Dion Lopy;Dion;Lopy;Almeria;Senegal;0;0
Djene Dakonam;Djene;Dakonam;Getafe CF;Togo;0;0
Djibril Sow;Djibril;Sow;Sevilla FC;Switzerland;0;0
Dodi Lukebakio;Dodi;Lukebakio;Sevilla FC;Belgium;0;0
Domingos Duarte;Domingos;Duarte;Getafe CF;Portugal;0;0
Dominik Greif;Dominik;Greif;RCD Mallorca;Slovakia;0;0
Ader Militao;Ader;Militao;Real Madrid;Brazil;0;0
Edgar GonzAlez;Edgar;GonzAlez;Almeria;Spain;0;0
Eduardo Camavinga;Eduardo;Camavinga;Real Madrid;France;0;0
Enzo Loiodice;Enzo;Loiodice;UD Las Palmas;France;0;0
Aric Curbelo de la Fe;Aric;Curbelo de la Fe;UD Las Palmas;Spain;0;0
Eric Garcia;Eric;Garcia;Girona FC;Spain;0;0
Erik Lamela;Erik;Lamela;Sevilla FC;Argentina;1;0
Atienne Capoue;Atienne;Capoue;Villarreal;France;0;0
Fabricio Angileri;Fabricio;Angileri;Getafe CF;Argentina;0;0
Famara Diedhiou;Famara;Diedhiou;Granada CF;Senegal;0;0
Federico Gattoni;Federico;Gattoni;Sevilla FC;Argentina;0;0
Federico San Emeterio;Federico;San Emeterio;Cadiz;Spain;1;0
Federico Valverde;Federico;Valverde;Real Madrid;Uruguay;0;0
Fermi Lopez Marti;Fermi;Lopez Marti;FC Barcelona;Spain;0;0
Fernando Francisco Reges;Fernando;Francisco Reges;Sevilla FC;Brazil;0;0
Fernando Martiez;Fernando;Martiez;Almeria;Spain;0;0
FerrAn Torres;FerrAn;Torres;FC Barcelona;Spain;2;0
Filip Jorgensen;Filip;Jorgensen;Villarreal;Denmark;0;0
Florian Lejeune;Florian;Lejeune;Rayo Vallecano;France;0;0
Fran BeltrAn;Fran;BeltrAn;Celta de Vigo;Spain;0;0
Fran Garcia;Fran;Garcia;Real Madrid;Spain;0;0
Fran Perez;Fran;Perez;Valencia CF;Spain;0;0
Fran Vieites;Fran;Vieites;Real Betis;Spain;0;0
Francisco Javier GonzAlez Perez;Francisco;Javier GonzAlez Perez;Real Madrid;Spain;0;0
Francisco Jesus Crespo Garcia;Francisco;Jesus Crespo Garcia;UD Las Palmas;Spain;0;0
Franco Cervi;Franco;Cervi;Celta de Vigo;Argentina;0;0
Frenkie de Jong;Frenkie;de Jong;FC Barcelona;Netherlands;1;0
Gabri Veiga;Gabri;Veiga;Celta de Vigo;Spain;0;0
Gabriel Paulista;Gabriel;Paulista;Valencia CF;Brazil;0;0
Gaizka Garcia VAzquez;Gaizka;Garcia VAzquez;Deportivo Alaves;Spain;0;0
Gaston Alvarez;Gaston;Alvarez;Getafe CF;Uruguay;0;0
Gavi;Gavi;;FC Barcelona;Spain;1;0
Gerard Gumbau;Gerard;Gumbau;Granada CF;Spain;0;1
Gerard Moreno;Gerard;Moreno;Villarreal;Spain;1;0
GermAn Pezzella;GermAn;Pezzella;Real Betis;Argentina;0;0
Giorgi Gagua;Giorgi;Gagua;Deportivo Alaves;Georgia;0;0
Giorgi Mamardashvili;Giorgi;Mamardashvili;Valencia CF;Georgia;0;0
Giovanni GonzAlez;Giovanni;GonzAlez;RCD Mallorca;Uruguay;0;0
Gonzalo Paciencia;Gonzalo;Paciencia;Celta de Vigo;Portugal;0;0
Gonzalo Escalante;Gonzalo;Escalante;Cadiz;Argentina;0;2
Gonzalo Garcia Torres;Gonzalo;Garcia Torres;Real Madrid;Spain;0;0
Gonzalo Melero;Gonzalo;Melero;Almeria;Spain;0;1
Gonzalo Montiel;Gonzalo;Montiel;Sevilla FC;Argentina;0;0
Gonzalo Villar;Gonzalo;Villar;Granada CF;Spain;0;2
Gorka Guruzeta;Gorka;Guruzeta;Athletic Club Bilbao;Spain;2;0
Gorka Rivera;Gorka;Rivera;Getafe CF;Spain;0;0
Gui Guedes;Gui;Guedes;Almeria;Portugal;0;0
Guido Rodriguez;Guido;Rodriguez;Real Betis;Argentina;0;0
