timestamp;date_GMT;date;status;country;home_team_name;away_team_name;referee;referee_name;referee_last_name;home_team_goal_count;away_team_goal_count;total_goal_count;home_team_yellow_cards;home_team_red_cards;home_team_shots;away_team_shots;home_team_fouls;away_team_fouls;home_team_possession;away_team_possession;stadium_name
1684693800;5/21/2023 6:30 ;2023-05-21;complete;Argentina;Belgrano;Talleres Cordoba;Fernando Rapallini;Fernando;Rapallini;1;1;2;2;1;14;17;14;14;41;59;Estadio Julio César Villagra (Ciudad de Córdoba- Provincia de Córdoba)
1684702800;5/21/2023 9:00 ;2023-05-21;complete;Argentina;Colon;Barracas Central;Andres Merlos;Andres;Merlos;1;1;2;2;0;12;9;13;2;56;44;Estadio Brigadier General Estanislao López (Ciudad de Santa Fe- Provincia de Santa Fe)
1684702800;5/21/2023 9:00 ;2023-05-21;complete;Argentina;Sarmiento;Huracan;Facundo Tello Figueroa;Facundo;Tello Figueroa;0;0;0;1;1;15;23;11;16;27;73;Estadio Eva Perón de Junín (Junín- Provincia de Buenos Aires)
1684711800;5/21/2023 11:30 ;2023-05-21;complete;Argentina;River Plate;Platense;Nazareno Arasa;Nazareno;Arasa;2;1;3;2;0;19;13;13;11;68;32;Estadio Mâs Monumental (Capital Federal- Ciudad de Buenos Aires)
1685147400;5/27/2023 12:30 ;2023-05-27;complete;Argentina;Atletico Tucuman;Arsenal de Sarandi;Nazareno Arasa;Nazareno;Arasa;1;0;1;3;0;19;11;11;7;61;39;Estadio Monumental Presidente José Fierro (San Miguel de Tucumán- Provincia de Tucumán)
1685196000;5/27/2023 2:00 ;2023-05-27;complete;Argentina;Gimnasia La Plata;Sarmiento;Ariel Penel;Ariel;Penel;0;0;0;1;0;24;8;11;17;66;34;Estadio Juan Carmelo Zerillo (La Plata- Provincia de Buenos Aires)
1685221200;5/27/2023 9:00 ;2023-05-27;complete;Argentina;Platense;Belgrano;Nicolas Lamolina;Nicolas;Lamolina;1;0;1;4;0;9;11;15;11;41;59;Estadio Ciudad de Vicente Lopez (Vicente Lopez- Provincia de Buenos Aires)
1685230200;5/27/2023 11:30 ;2023-05-27;complete;Argentina;Independiente;Lanus;Hernan Mastrangelo;Hernan;Mastrangelo;1;1;2;2;0;15;7;17;12;47;53;Estadio Libertadores de América (Avellaneda- Provincia de Buenos Aires)
1685293200;5/28/2023 5:00 ;2023-05-28;complete;Argentina;Barracas Central;San Lorenzo;Pablo Echavarria;Pablo;Echavarria;1;0;1;2;0;12;13;15;12;46;54;Estadio Claudio Fabián Tapia (Capital Federal- Ciudad de Buenos Aires)
1685302200;5/28/2023 7:30 ;2023-05-28;complete;Argentina;Defensa y Justicia;Racing Club;Sebastian Zunino;Sebastian;Zunino;1;1;2;2;1;12;11;15;11;38;62;Estadio Norberto Tito Tomaghello (Florencio Varela- Provincia de Buenos Aires)
1685302200;5/28/2023 7:30 ;2023-05-28;complete;Argentina;Talleres Cordoba;Argentinos Juniors;Dario Herrera;Dario;Herrera;1;0;1;1;0;13;13;9;14;41;59;Estadio Mario Alberto Kempes (Ciudad de Córdoba- Provincia de Córdoba)
1685311200;5/28/2023 10:00 ;2023-05-28;complete;Argentina;Boca Juniors;Tigre;noname;noname;;1;0;1;1;0;12;4;12;17;54;46;Estadio Alberto Jose Armando (Ciudad de Buenos Aires)
1685320200;5/29/2023 12:30 ;2023-05-29;complete;Argentina;Newell's Old Boys;Godoy Cruz;Silvio Trucco;Silvio;Trucco;2;0;2;4;1;6;15;8;11;43;57;Estadio Marcelo Alberto Bielsa (Rosario- Provincia de Santa Fe)
1685388600;5/29/2023 7:30 ;2023-05-29;complete;Argentina;Colon;Central Cordoba SdE;Fernando Espinoza;Fernando;Espinoza;2;2;4;1;1;15;17;7;8;50;50;Estadio Brigadier General Estanislao López (Ciudad de Santa Fe- Provincia de Santa Fe)
1685397600;5/29/2023 10:00 ;2023-05-29;complete;Argentina;Banfield;Rosario Central;Fernando Rapallini;Fernando;Rapallini;2;0;2;2;0;20;16;16;11;32;68;Estadio Florencio Solá (Lomas de Zamora- Provincia de Buenos Aires)
1685397600;5/29/2023 10:00 ;2023-05-29;complete;Argentina;Huracan;Union Santa Fe;Leandro Rey Hilfer;Leandro;Rey Hilfer;0;1;1;4;0;25;10;12;17;43;57;Estadio Tomás Adolfo Ducó (Capital Federal- Ciudad de Buenos Aires)
1685401200;5/29/2023 11:00 ;2023-05-29;complete;Argentina;Instituto;Estudiantes;Andres Merlos;Andres;Merlos;0;0;0;2;0;15;11;9;10;48;52;Estadio Juan Domingo Perón (Ciudad de Córdoba- Provincia de Córdoba)
1685406600;5/30/2023 12:30 ;2023-05-30;complete;Argentina;Velez Sarsfield;River Plate;Fernando Echenique;Fernando;Echenique;2;2;4;2;0;14;20;16;18;39;61;Estadio Jose Amalfitani (Capital Federal- Ciudad de Buenos Aires)
1685660400;1/6/2023;2023-06-01;complete;Argentina;Sarmiento;Newell's Old Boys;Sebastián Nicolás Martinez;Sebastián;Nicolás Martinez;0;0;0;2;0;9;12;12;6;34;66;Estadio Eva Perón de Junín (Junín- Provincia de Buenos Aires)
1685665800;2/6/2023;2023-06-02;complete;Argentina;Arsenal de SarandI;Boca Juniors;Leandro Rey Hilfer;Leandro;Rey Hilfer;1;0;1;1;0;6;9;17;9;23;77;Estadio Julio Humberto Grondona (Avellaneda- Provincia de Buenos Aires)
1685743200;2/6/2023;2023-06-02;complete;Argentina;Estudiantes;Barracas Central;Fernando Echenique;Fernando;Echenique;5;2;7;1;0;12;16;11;8;55;45;Estadio Jorge Luis Hirschi (La Plata- Provincia de Buenos Aires)
1685752200;3/6/2023;2023-06-03;complete;Argentina;Tigre;Talleres Cordoba;Andres Merlos;Andres;Merlos;1;3;4;3;0;17;18;13;14;50;50;Estadio José Dellagiovanna (San Fernando- Provincia de Buenos Aires)
1685752200;3/6/2023;2023-06-03;complete;Argentina;Argentinos Juniors;Platense;noname;noname;;1;0;1;5;1;14;5;10;12;63;37;Estadio Diego Armando Maradona (Capital Federal- Ciudad de Buenos Aires)
1685811600;3/6/2023;2023-06-03;complete;Argentina;Belgrano;Velez Sarsfield;Hernan Mastrangelo;Hernan;Mastrangelo;2;0;2;1;0;13;10;9;14;37;63;Estadio Julio Cesar Villagra (Ciudad de Córdoba- Provincia de Córdoba)
1685829600;3/6/2023;2023-06-03;complete;Argentina;Central Cordoba SdE;Huracan;Pablo Echavarria;Pablo;Echavarria;2;0;2;1;0;13;10;11;8;36;64;Estadio Alfredo Terrera (Santiago del Estero- Provincia de Santiago del Est)
1685829600;3/6/2023;2023-06-03;complete;Argentina;Rosario Central;Instituto;Jorge Baliño;Jorge;Baliño;4;1;5;1;0;18;9;6;14;39;61;Estadio Gigante de Arroyito (Rosario- Provincia de Santa Fe)
1685838600;4/6/2023;2023-06-04;complete;Argentina;Racing Club;Banfield;Pablo Davalo;Pablo;Davalo;2;0;2;3;0;10;14;14;13;62;38;Estadio Presidente Juan Domingo Perón (Avellaneda- Provincia de Buenos Aires)
1685887200;4/6/2023;2023-06-04;complete;Argentina;Union Santa Fe;Gimnasia La Plata;Facundo Tello Figueroa;Facundo;Tello Figueroa;2;0;2;3;0;11;8;15;7;50;50;Estadio 15 de Abril (Ciudad de Santa Fe- Provincia de Santa Fe)
1685898000;4/6/2023;2023-06-04;complete;Argentina;San Lorenzo;Colon;Dario Herrera;Dario;Herrera;0;0;0;3;0;9;7;12;10;52;48;Estadio Pedro Bidegaín (Capital Federal- Ciudad de Buenos Aires)
1685908800;4/6/2023;2023-06-04;complete;Argentina;Godoy Cruz;Independiente;Carlos Gariano;Carlos;Gariano;2;1;3;3;0;12;12;12;12;42;58;Estadio Malvinas Argentinas (Mendoza- Provincia de Mendoza)
1685925000;5/6/2023;2023-06-05;complete;Argentina;Lanus;Atletico Tucuman;Silvio Trucco;Silvio;Trucco;2;1;3;1;0;20;10;12;9;44;56; Estadio Ciudad de Lanus - Nestor Diaz Perez (Lanus- Provincia de Buenos Aires)
1686335400;9/6/2023;2023-06-09;complete;Argentina;Barracas Central;Rosario Central;Luis Lobo Medina;Luis;Lobo Medina;0;0;0;1;0;6;6;12;8;49;51;Estadio Claudio Fabián Tapia (Capital Federal- Ciudad de Buenos Aires)
1686351600;9/6/2023;2023-06-09;complete;Argentina;Independiente;Sarmiento;Pablo Davalo;Pablo;Davalo;2;0;2;0;0;10;4;12;14;56;44;Estadio Libertadores de América (Avellaneda- Provincia de Buenos Aires)
1686434400;10/6/2023;2023-06-10;complete;Argentina;Platense;Tigre;Carlos Gariano;Carlos;Gariano;1;0;1;1;0;7;10;12;11;33;67;Estadio Ciudad de Vicente Lopez (Vicente Lopez- Provincia de Buenos Aires)
1686438000;10/6/2023;2023-06-10;complete;Argentina;Boca Juniors;Lanus;Fernando Echenique;Fernando;Echenique;1;1;2;2;0;10;10;10;14;71;29;Estadio Alberto Jose Armando (Ciudad de Buenos Aires)
1686443400;11/6/2023;2023-06-11;complete;Argentina;Talleres Cordoba;Arsenal de Sarandi;Hernan Mastrangelo;Hernan;Mastrangelo;1;0;1;0;0;9;6;8;14;54;46;Estadio Mario Alberto Kempes (Ciudad de Córdoba- Provincia de Córdoba)
1686589200;12/6/2023;2023-06-12;complete;Argentina;Newell's Old Boys;Union Santa Fe;Pablo Echavarria;Pablo;Echavarria;1;1;2;1;0;8;6;8;14;64;36;Estadio Marcelo Alberto Bielsa (Rosario- Provincia de Santa Fe)
1686600000;12/6/2023;2023-06-12;complete;Argentina;San Lorenzo;Central Cordoba SdE;Jorge Baliño;Jorge;Baliño;0;0;0;1;0;12;5;9;17;60;40;Estadio Pedro Bidegaín (Capital Federal- Ciudad de Buenos Aires)
1686608100;12/6/2023;2023-06-12;complete;Argentina;Banfield;River Plate;Facundo Tello Figueroa;Facundo;Tello Figueroa;1;4;5;1;1;9;9;17;9;34;66;Estadio Florencio Solá (Lomas de Zamora- Provincia de Buenos Aires)
1686617100;6/13/2023 12:45 ;2023-06-13;complete;Argentina;Velez Sarsfield;Argentinos Juniors;Fernando Rapallini;Fernando;Rapallini;0;1;1;3;0;7;6;14;17;39;61;Estadio Jose Amalfitani (Capital Federal- Ciudad de Buenos Aires)
1686617100;6/13/2023 12:45 ;2023-06-13;complete;Argentina;Instituto;Racing Club;Silvio Trucco;Silvio;Trucco;1;1;2;3;0;12;14;11;11;35;65;Estadio Juan Domingo Perón (Ciudad de Córdoba- Provincia de Córdoba)
1686690000;6/13/2023 9:00 ;2023-06-13;complete;Argentina;Colon;Estudiantes;Nazareno Arasa;Nazareno;Arasa;1;0;1;3;0;7;11;11;3;40;60;Estadio Brigadier General Estanislao López (Ciudad de Santa Fe- Provincia de Santa Fe)
1686690000;6/13/2023 9:00 ;2023-06-13;complete;Argentina;Defensa y Justicia;Belgrano;Sebastián Nicolás Martinez;Sebastián;Nicolás Martinez;2;0;2;2;0;18;17;9;8;49;51;Estadio Norberto Tito Tomaghello (Florencio Varela- Provincia de Buenos Aires)
1686699000;6/13/2023 11:30 ;2023-06-13;complete;Argentina;Atletico Tucuman;Godoy Cruz;Sebastian Zunino;Sebastian;Zunino;2;1;3;1;0;11;10;9;11;42;58;Estadio Monumental Presidente José Fierro (San Miguel de Tucumán- Provincia de Tucumán)
1686699000;6/13/2023 11:30 ;2023-06-13;complete;Argentina;Gimnasia La Plata;Huracan;noname;noname;;1;0;1;3;0;10;8;9;17;52;48;Estadio Juan Carmelo Zerillo (La Plata- Provincia de Buenos Aires)
1687026600;6/17/2023 6:30 ;2023-06-17;complete;Argentina;Union Santa Fe;Lanus;Fernando Espinoza;Fernando;Espinoza;1;1;2;3;0;8;6;13;14;44;56;Estadio 15 de Abril (Ciudad de Santa Fe- Provincia de Santa Fe)
1687035600;6/17/2023 9:00 ;2023-06-17;complete;Argentina;Racing Club;Velez Sarsfield;Leandro Rey Hilfer;Leandro;Rey Hilfer;2;1;3;2;0;8;13;16;18;52;48;Estadio Presidente Juan Domingo Perón (Avellaneda- Provincia de Buenos Aires)
1687046400;6/18/2023 12:00 ;2023-06-18;complete;Argentina;River Plate;Defensa y Justicia;Fernando Rapallini;Fernando;Rapallini;1;0;1;0;0;4;3;3;6;58;42;Estadio Mâs Monumental (Capital Federal- Ciudad de Buenos Aires)
1687384800;6/21/2023 10:00 ;2023-06-21;complete;Argentina;Estudiantes;San Lorenzo;Yael Falcon Perez;Yael;Falcon Perez;1;1;2;2;0;9;9;11;16;47;53;Estadio Jorge Luis Hirschi (La Plata- Provincia de Buenos Aires)
1687393800;6/22/2023 12:30 ;2023-06-22;complete;Argentina;Central Cordoba SdE;Gimnasia La Plata;Andres Merlos;Andres;Merlos;0;0;0;0;0;12;13;7;9;48;52;Estadio Alfredo Terrera (Santiago del Estero- Provincia de Santiago del Est)
1687464000;6/22/2023 8:00 ;2023-06-22;complete;Argentina;Tigre;Velez Sarsfield;Pablo Echavarria;Pablo;Echavarria;2;1;3;1;0;17;7;8;9;55;45;Estadio Jose Dellagiovanna (San Fernando- Provincia de Buenos Aires)
1687467600;6/22/2023 9:00 ;2023-06-22;complete;Argentina;Racing Club;Barracas Central;noname;noname;;1;1;2;3;0;11;8;13;10;54;46;Estadio Presidente Juan Domingo Perón (Avellaneda- Provincia de Buenos Aires)
1687473900;6/22/2023 10:45 ;2023-06-22;complete;Argentina;River Plate;Instituto;Hernan Mastrangelo;Hernan;Mastrangelo;3;1;4;1;0;23;6;8;13;72;28;Estadio Mâs Monumental (Capital Federal- Ciudad de Buenos Aires)
1687481100;6/23/2023 12:45 ;2023-06-23;complete;Argentina;Godoy Cruz;Boca Juniors;Facundo Tello Figueroa;Facundo;Tello Figueroa;4;0;4;2;0;11;6;13;3;27;73;Estadio Malvinas Argentinas (Mendoza- Provincia de Mendoza)
1687557600;6/23/2023 10:00 ;2023-06-23;complete;Argentina;Huracan;Newell's Old Boys;Luis Lobo Medina;Luis;Lobo Medina;1;1;2;4;1;13;5;15;10;51;49;Estadio Tomás Adolfo Ducó (Capital Federal- Ciudad de Buenos Aires)
1687566600;6/24/2023 12:30 ;2023-06-24;complete;Argentina;Argentinos Juniors;Defensa y Justicia;Leandro Rey Hilfer;Leandro;Rey Hilfer;3;1;4;2;0;9;10;7;16;57;43;Estadio Diego Armando Maradona (Capital Federal- Ciudad de Buenos Aires)
1687636800;6/24/2023 8:00 ;2023-06-24;complete;Argentina;Union Santa Fe;Independiente;Fernando Echenique;Fernando;Echenique;3;0;3;3;0;10;5;18;12;45;55;Estadio 15 de Abril (Ciudad de Santa Fe- Provincia de Santa Fe)
1687647600;6/24/2023 11:00 ;2023-06-24;complete;Argentina;Lanus;Talleres Cordoba;Fernando Rapallini;Fernando;Rapallini;2;1;3;6;1;10;10;15;10;56;44; Estadio Ciudad de Lanus - Nestor Diaz Perez (Lanus- Provincia de Buenos Aires)
1687717800;6/25/2023 6:30 ;2023-06-25;complete;Argentina;Arsenal de SarandI;Platense;Fernando Espinoza;Fernando;Espinoza;0;2;2;2;0;7;9;8;13;58;42;Estadio Julio Humberto Grondona (Avellaneda- Provincia de Buenos Aires)
1687730400;6/25/2023 10:00 ;2023-06-25;complete;Argentina;Rosario Central;Colon;Nicolas Lamolina;Nicolas;Lamolina;1;1;2;4;0;14;8;16;10;56;44;Estadio Gigante de Arroyito (Rosario- Provincia de Santa Fe)
1687735800;6/25/2023 11:30 ;2023-06-25;complete;Argentina;Sarmiento;Atletico Tucuman;Nazareno Arasa;Nazareno;Arasa;4;1;5;2;0;16;11;8;8;37;63;Estadio Eva Perón de Junín (Junín- Provincia de Buenos Aires)
1687820400;6/26/2023 11:00 ;2023-06-26;complete;Argentina;Belgrano;Banfield;Dario Herrera;Dario;Herrera;3;1;4;4;1;10;12;11;14;58;42;Estadio Julio César Villagra (Ciudad de Córdoba- Provincia de Córdoba)
1688162400;6/30/2023 10:00 ;2023-06-30;complete;Argentina;Platense;Lanus;Pablo Davalo;Pablo;Davalo;0;1;1;0;0;7;8;11;9;42;58;Estadio Ciudad de Vicente Lopez (Vicente Lopez- Provincia de Buenos Aires)
1688171400;1/7/2023;2023-07-01;complete;Argentina;Velez Sarsfield;Arsenal de Sarandi;Ariel Penel;Ariel;Penel;1;0;1;0;0;6;8;11;11;70;30;Estadio Jose Amalfitani (Capital Federal- Ciudad de Buenos Aires)
1688171400;1/7/2023;2023-07-01;complete;Argentina;Atletico Tucuman;Union Santa Fe;Carlos Gariano;Carlos;Gariano;1;0;1;1;0;10;8;17;8;43;57;Estadio Monumental Presidente José Fierro (San Miguel de Tucumán- Provincia de Tucumán)
1688234400;1/7/2023;2023-07-01;complete;Argentina;Barracas Central;River Plate;Leandro Rey Hilfer;Leandro;Rey Hilfer;2;1;3;3;0;6;9;16;10;34;66;Estadio Claudio Fabián Tapia (Capital Federal- Ciudad de Buenos Aires)
1688243400;1/7/2023;2023-07-01;complete;Argentina;San Lorenzo;Rosario Central;Fernando Echenique;Fernando;Echenique;1;0;1;2;0;10;11;15;10;38;62;Estadio Pedro Bidegaín (Capital Federal- Ciudad de Buenos Aires)
1688248800;1/7/2023;2023-07-01;complete;Argentina;Estudiantes;Central Cordoba SdE;Hernan Mastrangelo;Hernan;Mastrangelo;1;1;2;2;0;21;13;4;8;62;38;Estadio Jorge Luis Hirschi (La Plata- Provincia de Buenos Aires)
1688257800;2/7/2023;2023-07-02;complete;Argentina;Talleres Cordoba;Godoy Cruz;Jorge Baliño;Jorge;Baliño;1;1;2;1;0;14;18;10;11;54;46;Estadio Mario Alberto Kempes (Ciudad de Córdoba- Provincia de Córdoba)
1688320800;2/7/2023;2023-07-02;complete;Argentina;Independiente;Huracan;Fernando Rapallini;Fernando;Rapallini;1;0;1;3;0;4;6;14;14;58;42;Estadio Libertadores de América (Avellaneda- Provincia de Buenos Aires)
1688328000;2/7/2023;2023-07-02;complete;Argentina;Colon;Racing Club;Facundo Tello Figueroa;Facundo;Tello Figueroa;0;4;4;3;1;6;18;9;9;40;60;Estadio Brigadier General Estanislao López (Ciudad de Santa Fe- Provincia de Santa Fe)
1688335200;2/7/2023;2023-07-02;complete;Argentina;Instituto;Belgrano;Andres Merlos;Andres;Merlos;1;0;1;0;0;11;9;14;6;38;62;Estadio Mario Alberto Kempes (Ciudad de Córdoba- Provincia de Córdoba)
1688337000;2/7/2023;2023-07-02;complete;Argentina;Banfield;Argentinos Juniors;Nazareno Arasa;Nazareno;Arasa;1;0;1;3;0;13;7;12;9;57;43;Estadio Florencio Solá (Lomas de Zamora- Provincia de Buenos Aires)
1688337000;2/7/2023;2023-07-02;complete;Argentina;Defensa y Justicia;Tigre;Sebastian Zunino;Sebastian;Zunino;1;0;1;2;0;9;17;4;11;58;42;Estadio Norberto Tito Tomaghello (Florencio Varela- Provincia de Buenos Aires)
1688344200;3/7/2023;2023-07-03;complete;Argentina;Boca Juniors;Sarmiento;Silvio Trucco;Silvio;Trucco;2;0;2;2;0;12;7;6;12;78;22;Estadio Alberto Jose Armando (Ciudad de Buenos Aires)
1688425200;3/7/2023;2023-07-03;complete;Argentina;Newell's Old Boys;Gimnasia La Plata;Dario Herrera;Dario;Herrera;2;2;4;3;0;13;10;15;13;64;36;Estadio Marcelo Alberto Bielsa (Rosario- Provincia de Santa Fe)
1688511600;4/7/2023;2023-07-04;complete;Argentina;Lanus;Velez Sarsfield;Carlos Gariano;Carlos;Gariano;0;1;1;2;0;15;10;13;14;64;36;Estadio Ciudad de Lanus - Nestor Diaz Perez (Lanus- Provincia de Buenos Aires)
1688581800;5/7/2023;2023-07-05;complete;Argentina;Godoy Cruz;Platense;Dario Herrera;Dario;Herrera;2;1;3;3;0;10;12;9;13;50;50;Estadio Víctor Antonio Legrotaglie (Mendoza- Provincia de Mendoza)
1688587200;5/7/2023;2023-07-05;complete;Argentina;Tigre;Banfield;Fernando Espinoza;Fernando;Espinoza;1;2;3;2;1;17;7;13;6;69;31;Estadio José Dellagiovanna (San Fernando- Provincia de Buenos Aires)
1688590800;5/7/2023;2023-07-05;complete;Argentina;Rosario Central;Estudiantes;Facundo Tello Figueroa;Facundo;Tello Figueroa;0;0;0;0;0;11;12;15;14;52;48;Estadio Gigante de Arroyito (Rosario- Provincia de Santa Fe)
1688596200;5/7/2023;2023-07-05;complete;Argentina;Racing Club;San Lorenzo;Hernan Mastrangelo;Hernan;Mastrangelo;1;1;2;4;1;7;14;9;11;45;55;Estadio Presidente Juan Domingo Perón (Avellaneda- Provincia de Buenos Aires)
1688603400;6/7/2023;2023-07-06;complete;Argentina;River Plate;Colon;noname;noname;;2;0;2;1;0;17;4;13;18;67;33;Estadio Mâs Monumental (Capital Federal- Ciudad de Buenos Aires)
1688662800;6/7/2023;2023-07-06;complete;Argentina;Arsenal de SarandI;Defensa y Justicia;Nazareno Arasa;Nazareno;Arasa;1;2;3;1;0;11;14;12;11;42;58;Estadio Julio Humberto Grondona (Avellaneda- Provincia de Buenos Aires)
1688673600;6/7/2023;2023-07-06;complete;Argentina;Union Santa Fe;Boca Juniors;Andres Merlos;Andres;Merlos;0;0;0;1;0;15;3;14;15;51;49;Estadio 15 de Abril (Ciudad de Santa Fe- Provincia de Santa Fe)
1688680800;6/7/2023;2023-07-06;complete;Argentina;Sarmiento;Talleres Cordoba;Sebastián Nicolás Martinez;Sebastián;Nicolás Martinez;0;1;1;3;0;11;10;16;9;42;58;Estadio Eva Perón de Junín (Junín- Provincia de Buenos Aires)
1688680800;6/7/2023;2023-07-06;complete;Argentina;Argentinos Juniors;Instituto;Ariel Penel;Ariel;Penel;0;0;0;1;0;13;6;10;14;70;30;Estadio Diego Armando Maradona (Capital Federal- Ciudad de Buenos Aires)
1688689800;7/7/2023;2023-07-07;complete;Argentina;Huracan;Atletico Tucuman;Jorge Baliño;Jorge;Baliño;0;1;1;1;0;18;6;12;13;61;39;Estadio Tomás Adolfo Ducó (Capital Federal- Ciudad de Buenos Aires)
1688689800;7/7/2023;2023-07-07;complete;Argentina;Belgrano;Barracas Central;Pablo Davalo;Pablo;Davalo;0;2;2;2;0;8;10;19;9;64;36;Estadio Julio César Villagra (Ciudad de Córdoba- Provincia de Córdoba)
1688767200;7/7/2023;2023-07-07;complete;Argentina;Gimnasia La Plata;Independiente;Leandro Rey Hilfer;Leandro;Rey Hilfer;1;1;2;3;1;8;7;16;17;56;44;Estadio Juan Carmelo Zerillo (La Plata- Provincia de Buenos Aires)
1688776200;8/7/2023;2023-07-08;complete;Argentina;Central Cordoba SdE;Newell's Old Boys;Silvio Trucco;Silvio;Trucco;2;0;2;0;0;10;12;5;2;32;68;Estadio unico Madre de Ciudades (Santiago del Estero- Prov. de Santiago del Estero)
1688850000;8/7/2023;2023-07-08;complete;Argentina;Estudiantes;Racing Club;German Delfino;German;Delfino;0;0;0;2;0;8;5;9;16;47;53;Estadio Jorge Luis Hirschi (La Plata- Provincia de Buenos Aires)
1688859000;8/7/2023;2023-07-08;complete;Argentina;San Lorenzo;River Plate;Facundo Tello Figueroa;Facundo;Tello Figueroa;0;0;0;3;1;7;11;16;12;32;68;Estadio Pedro Bidegaín (Capital Federal- Ciudad de Buenos Aires)
1688927400;9/7/2023;2023-07-09;complete;Argentina;Instituto;Tigre;Fernando Echenique;Fernando;Echenique;0;1;1;3;0;12;5;8;10;62;38;Estadio Juan Domingo Perón (Ciudad de Córdoba- Provincia de Córdoba)
1688927400;9/7/2023;2023-07-09;complete;Argentina;Platense;Sarmiento;Leandro Rey Hilfer;Leandro;Rey Hilfer;1;0;1;1;0;8;8;12;7;58;42;Estadio Ciudad de Vicente Lopez (Vicente Lopez- Provincia de Buenos Aires)
1688936400;9/7/2023;2023-07-09;complete;Argentina;Velez Sarsfield;Godoy Cruz;Sebastian Zunino;Sebastian;Zunino;1;1;2;2;0;11;5;10;15;50;50;Estadio Jose Amalfitani (Capital Federal- Ciudad de Buenos Aires)
1688945400;9/7/2023;2023-07-09;complete;Argentina;Banfield;Arsenal de Sarandi;Luis Lobo Medina;Luis;Lobo Medina;0;0;0;2;0;8;8;8;15;50;50;Estadio Florencio Solá (Lomas de Zamora- Provincia de Buenos Aires)
1688945400;9/7/2023;2023-07-09;complete;Argentina;Defensa y Justicia;Lanus;Dario Herrera;Dario;Herrera;2;2;4;3;0;11;15;13;14;62;38;Estadio Norberto Tito Tomaghello (Florencio Varela- Provincia de Buenos Aires)
1689008400;10/7/2023;2023-07-10;complete;Argentina;Barracas Central;Argentinos Juniors;Andres Merlos;Andres;Merlos;0;0;0;0;0;9;4;9;16;44;56;Estadio Claudio Fabián Tapia (Capital Federal- Ciudad de Buenos Aires)
1689017400;10/7/2023;2023-07-10;complete;Argentina;Colon;Belgrano;Franco Acita;Franco;Acita;0;0;0;1;0;11;9;10;16;59;41;Estadio Brigadier General Estanislao López (Ciudad de Santa Fe- Provincia de Santa Fe)
1689028200;10/7/2023;2023-07-10;complete;Argentina;Boca Juniors;Huracan;noname;noname;;1;0;1;4;0;12;5;10;13;61;39;Estadio Alberto Jose Armando (Ciudad de Buenos Aires)
1689035400;11/7/2023;2023-07-11;complete;Argentina;Talleres Cordoba;Union Santa Fe;Nicolas Lamolina;Nicolas;Lamolina;0;0;0;3;0;19;6;12;17;59;41;Estadio Mario Alberto Kempes (Ciudad de Córdoba- Provincia de Córdoba)
1689111900;11/7/2023;2023-07-11;complete;Argentina;Rosario Central;Central Cordoba SdE;Fernando Espinoza;Fernando;Espinoza;2;0;2;5;0;13;11;15;9;37;63;Estadio Gigante de Arroyito (Rosario- Provincia de Santa Fe)
1689116400;11/7/2023;2023-07-11;complete;Argentina;Independiente;Newell's Old Boys;Ariel Penel;Ariel;Penel;0;2;2;1;0;9;8;15;18;53;47;Estadio Libertadores de América (Avellaneda- Provincia de Buenos Aires)
1689121800;12/7/2023;2023-07-12;complete;Argentina;Atletico Tucuman;Gimnasia La Plata;Nazareno Arasa;Nazareno;Arasa;2;0;2;3;0;13;10;11;8;41;59;Estadio Monumental Presidente José Fierro (San Miguel de Tucumán- Provincia de Tucumán)
1689372000;7/14/2023 10:00 ;2023-07-14;complete;Argentina;Godoy Cruz;Defensa y Justicia;Silvio Trucco;Silvio;Trucco;2;2;4;3;1;11;11;7;8;45;55;Estadio Malvinas Argentinas (Mendoza- Provincia de Mendoza)
1689372000;7/14/2023 10:00 ;2023-07-14;complete;Argentina;Sarmiento;Velez Sarsfield;Nazareno Arasa;Nazareno;Arasa;1;1;2;1;0;3;16;13;6;39;61;Estadio Eva Perón de Junín (Junín- Provincia de Buenos Aires)
1689381000;7/15/2023 12:30 ;2023-07-15;complete;Argentina;Huracan;Talleres Cordoba;Fernando Echenique;Fernando;Echenique;0;1;1;3;0;3;12;12;9;46;54;Estadio Tomás Adolfo Ducó (Capital Federal- Ciudad de Buenos Aires)
1689440400;7/15/2023 5:00 ;2023-07-15;complete;Argentina;Union Santa Fe;Platense;Fernando Espinoza;Fernando;Espinoza;0;0;0;1;0;10;5;9;14;60;40;Estadio 15 de Abril (Ciudad de Santa Fe- Provincia de Santa Fe)
1689447600;7/15/2023 7:00 ;2023-07-15;complete;Argentina;Racing Club;Rosario Central;Fernando Rapallini;Fernando;Rapallini;1;1;2;1;0;15;18;11;17;59;41;Estadio Presidente Juan Domingo Perón (Avellaneda- Provincia de Buenos Aires)
1689458400;7/15/2023 10:00 ;2023-07-15;complete;Argentina;River Plate;Estudiantes;Andres Merlos;Andres;Merlos;3;1;4;1;0;9;11;9;11;58;42;Estadio Mâs Monumental (Capital Federal- Ciudad de Buenos Aires)
1689526800;7/16/2023 5:00 ;2023-07-16;complete;Argentina;Belgrano;San Lorenzo;Dario Herrera;Dario;Herrera;0;1;1;2;0;16;3;11;18;64;36;Estadio Julio César Villagra (Ciudad de Córdoba- Provincia de Córdoba)
