id_jugador;full_name;name;last_name;age;birthday_GMT;position_campo;current_club;nationality
610;Leonardo Rafael Jara;Leonardo;Rafael Jara;32;NULL;Midfielder;Velez Sarsfield;Argentina
611;Leonardo Sebastii Prediger;Leonardo;Sebastii Prediger;37;NULL;Midfielder;Tigre;Argentina
612;Leonel Ariel Miranda;Leonel;Ariel Miranda;29;NULL;Midfielder;Racing Club;Argentina
613;Leonel Di Placido;Leonel;Di Placido;29;NULL;Defender;Lanus;Argentina
614;Leonel Ezequiel Vangioni;Leonel;Ezequiel Vangioni;36;NULL;Defender;Newell's Old Boys;Argentina
615;Leonel Gonzalez;Leonel;Gonzalez;29;NULL;Defender;Argentinos Juniors;Argentina
616;Leonel Mosevich;Leonel;Mosevich;26;NULL;Defender;Instituto;Argentina
617;Leonel Picco;Leonel;Picco;23;NULL;Midfielder;Colon;Argentina
618;Leonel Ulises Perez;Leonel;Ulises Perez;19;NULL;Midfielder;Huracan;Argentina
619;Lisandro Lopez;Lisandro;Lopez;40;NULL;Forward;Sarmiento;Argentina
620;Lisandro Morales;Lisandro;Morales;19;NULL;Defender;Union Santa Fe;Argentina
621;Lisandro Sebastii Montenegro;Lisandro;Sebastii Montenegro;20;NULL;Midfielder;Newell's Old Boys;Argentina
622;Luca Daniel Langoni;Luca;Daniel Langoni;21;NULL;Forward;Boca Juniors;Argentina
623;Luca Leovino Martinez Dupuy;Luca;Leovino Martinez Dupuy;22;NULL;Forward;Rosario Central;Mexico
624;Lucas Abraham Chavez;Lucas;Abraham Chavez;28;NULL;Goalkeeper;Huracan;Argentina
625;Lucas Adrii Hoyos;Lucas;Adrii Hoyos;34;NULL;Goalkeeper;Newell's Old Boys;Argentina
626;Lucas Agustin Besozzi;Lucas;Agustin Besozzi;20;NULL;Forward;Central Cordoba SdE;Argentina
627;Lucas Andres Colitto;Lucas;Andres Colitto;29;NULL;Midfielder;Barracas Central;Argentina
628;Lucas Angel Esquivel;Lucas;Angel Esquivel;21;NULL;Defender;Union Santa Fe;Argentina
629;Lucas Arce;Lucas;Arce;26;NULL;Defender;Godoy Cruz;Argentina
630;Lucas Ariel Menossi;Lucas;Ariel Menossi;31;NULL;Midfielder;Tigre;Argentina
631;Lucas Beltri;Lucas;Beltri;22;NULL;Forward;River Plate;Argentina
632;Lucas Bernabeu;Lucas;Bernabeu;19;NULL;Defender;Belgrano;Argentina
633;Lucas Blondel;Lucas;Blondel;26;NULL;Defender;Boca Juniors;Argentina
634;Lucas Brochero;Lucas;Brochero;24;NULL;Forward;Arsenal de Sarandi;Argentina
635;Lucas Castro;Lucas;Castro;34;NULL;Midfielder;Gimnasia La Plata;Argentina
636;Lucas David Pratto;Lucas;David Pratto;35;NULL;Forward;Defensa y Justicia;Argentina
637;Lucas Eduardo Carrizo;Lucas;Eduardo Carrizo;26;NULL;Defender;Huracan;Argentina
638;Lucas Emanuel Angelini;Lucas;Emanuel Angelini;28;NULL;Defender;Central Cordoba SdE;Argentina
639;Lucas Emanuel Gamba;Lucas;Emanuel Gamba;36;NULL;Forward;Central Cordoba SdE;Argentina
640;Lucas Ezequiel Janson;Lucas;Ezequiel Janson;29;NULL;Forward;Boca Juniors;Argentina
641;Lucas Gabriel Albertengo;Lucas;Gabriel Albertengo;32;NULL;Forward;Instituto;Argentina
642;Lucas Gabriel Merolla;Lucas;Gabriel Merolla;28;NULL;Defender;Huracan;Argentina
643;Lucas Gonzalez Martinez;Lucas;Gonzalez Martinez;26;NULL;Midfielder;Independiente;Argentina
644;Lucas Ignacio Lavagnino;Lucas;Ignacio Lavagnino;19;NULL;Goalkeeper;River Plate;Argentina
645;Lucas Javier Acevedo;Lucas;Javier Acevedo;31;NULL;Defender;Colon;Argentina
646;Lucas Joaquin Meuli Palma;Lucas;Joaquin Meuli Palma;22;NULL;Goalkeeper;Union Santa Fe;Argentina
647;Lucas Martin Diarte;Lucas;Martin Diarte;30;NULL;Defender;Belgrano;Argentina
648;Lucas Mauricio Acosta;Lucas;Mauricio Acosta;28;NULL;Goalkeeper;Lanus;Argentina
649;Lucas Nahuel Escobar;Lucas;Nahuel Escobar;21;NULL;Goalkeeper;Defensa y Justicia;Argentina
650;Lucas Nahuel Naranjo;Lucas;Nahuel Naranjo;21;NULL;Midfielder;Atletico Tucuman;Argentina
651;Lucas Nahuel Rodriguez;Lucas;Nahuel Rodriguez;29;NULL;Defender;Instituto;Argentina
652;Lucas Santiago Melano;Lucas;Santiago Melano;30;NULL;Forward;Sarmiento;Argentina
653;Lucas Souto;Lucas;Souto;24;NULL;Defender;Huracan;Argentina
654;Lucas Suarez;Lucas;Suarez;28;NULL;Defender;Talleres Cordoba;Argentina
655;Lucas Villalba;Lucas;Villalba;29;NULL;Defender;Argentinos Juniors;Argentina
656;Luciano Arnijas;Luciano;Arnijas;20;NULL;Midfielder;Talleres Cordoba;Argentina
657;Luciano Boggio Albin;Luciano;Boggio Albin;24;NULL;Midfielder;Lanus;Uruguay
658;Luciano Cingolani;Luciano;Cingolani;22;NULL;Forward;Godoy Cruz;Argentina
659;Luciano Emilio Gondou Zanelli;Luciano;Emilio Gondou Zanelli;22;NULL;Forward;Argentinos Juniors;Argentina
660;Luciano Ferreyra;Luciano;Ferreyra;21;NULL;Midfielder;Platense;Argentina
661;Luciano Gomez;Luciano;Gomez;27;NULL;Midfielder;Gimnasia La Plata;Argentina
662;Luciano Peraggini;Luciano;Peraggini;21;NULL;Goalkeeper;Lanus;Argentina
663;Luciano Romi Aued;Luciano;Romi Aued;36;NULL;Midfielder;Instituto;Argentina
664;Luciano Sichez;Luciano;Sichez;29;NULL;Defender;Argentinos Juniors;Argentina
665;Luciano Suarez;Luciano;Suarez;19;NULL;Defender;Lanus;Argentina
666;Lucio Tadeo Cruce̱o;Lucio;Tadeo Cruce̱o;17;NULL;Defender;Godoy Cruz;Argentina
667;Luis Alberto Ojeda;Luis;Alberto Ojeda;33;NULL;Goalkeeper;Atletico Tucuman;Argentina
668;Luis Enrique Del Pino Mago;Luis;Enrique Del Pino Mago;28;NULL;Midfielder;Banfield;Venezuela
669;Luis Ezequiel Unsain;Luis;Ezequiel Unsain;28;NULL;Goalkeeper;Defensa y Justicia;Argentina
670;Luis Jan Piers Advincula Castrillon;Luis;Jan Piers Advincula Castrillon;33;NULL;Defender;Boca Juniors;Peru
671;Luis Leal dos Anjos;Luis;Leal dos Anjos;36;NULL;Forward;Arsenal de Sarandi;Puerto Principe
672;Luis Miguel Angulo Sevillano;Luis;Miguel Angulo Sevillano;19;NULL;Midfielder;Talleres Cordoba;Colombia
673;Luis Miguel Rodriguez;Luis;Miguel Rodriguez;38;NULL;Forward;Central Cordoba SdE;Argentina
674;Luis Sequeira;Luis;Sequeira;20;NULL;Midfielder;Talleres Cordoba;Argentina
675;Luis Vaquez;Luis;Vaquez;22;NULL;Forward;Boca Juniors;Argentina
676;Luis Yamil Garnier;Luis;Yamil Garnier;40;NULL;Midfielder;Sarmiento;Argentina
677;Maico Alejandro Quiroz;Maico;Alejandro Quiroz;21;NULL;Midfielder;Sarmiento;Argentina
678;Malcom Braida;Malcom;Braida;26;NULL;Midfielder;San Lorenzo;Argentina
679;Manuel Agustin Duarte;Manuel;Agustin Duarte;22;NULL;Midfielder;Defensa y Justicia;Argentina
680;Manuel Agustin Guillen;Manuel;Agustin Guillen;21;NULL;Defender;Godoy Cruz;Argentina
681;Manuel Agustin Villalobos;Manuel;Agustin Villalobos;20;NULL;Defender;Godoy Cruz;Argentina
682;Manuel Insaurralde;Manuel;Insaurralde;24;NULL;Midfielder;San Lorenzo;Argentina
683;Manuel Lanzini;Manuel;Lanzini;30;NULL;Midfielder;River Plate;Argentina
684;Manuel Lopez;Manuel;Lopez;20;NULL;Midfielder;Arsenal de Sarandi;Argentina
685;Manuel Matias Vicentini;Manuel;Matias Vicentini;33;NULL;Goalkeeper;Belgrano;Argentina
686;Manuel Monaco;Manuel;Monaco;21;NULL;Midfielder;Sarmiento;Argentina
687;Manuel Roffo;Manuel;Roffo;23;NULL;Goalkeeper;Instituto;Argentina
688;Manuel Tasso;Manuel;Tasso;22;NULL;Goalkeeper;Independiente;Argentina
689;Marcelo Alexis Weigandt;Marcelo;Alexis Weigandt;23;NULL;Defender;Boca Juniors;Argentina
690;Marcelo Cesar Esponda;Marcelo;Cesar Esponda;20;NULL;Midfielder;Newell's Old Boys;Argentina
691;Marcelo Herrera;Marcelo;Herrera;24;NULL;Defender;River Plate;Argentina
692;Marcelo Josemir Saracchi Pintos;Marcelo;Josemir Saracchi Pintos;25;NULL;Midfielder;Boca Juniors;Uruguay
693;Marcelo Luciano Estigarribia;Marcelo;Luciano Estigarribia;28;NULL;Forward;Atletico Tucuman;Argentina
694;Marcelo Nicola Benitez;Marcelo;Nicola Benitez;32;NULL;Defender;Central Cordoba SdE;Argentina
695;Marcelo Ortiz;Marcelo;Ortiz;29;NULL;Midfielder;Atletico Tucuman;Argentina
696;Marcelo Perez;Marcelo;Perez;22;NULL;Midfielder;Huracan;Paraguay
697;Marcelo Sebastii Gonzalez Cabral;Marcelo;Sebastii Gonzalez Cabral;27;NULL;Midfielder;Atletico Tucuman;Paraguay
698;Marco Di Cesare;Marco;Di Cesare;21;NULL;Defender;Argentinos Juniors;Argentina
699;Marcos Benitez;Marcos;Benitez;21;NULL;Forward;Barracas Central;Argentina
700;Marcos Damii Echeverria;Marcos;Damii Echeverria;20;NULL;Forward;Banfield;Argentina
701;Marcos Gonzalo Godi;Marcos;Gonzalo Godi;25;NULL;Defender;Central Cordoba SdE;Argentina
702;Marcos Ledesma;Marcos;Ledesma;26;NULL;Goalkeeper;Central Cordoba SdE;Argentina
703;Marcos Portillo;Marcos;Portillo;23;NULL;Midfielder;Newell's Old Boys;Argentina
704;Mariano Bittolo;Mariano;Bittolo;33;NULL;Defender;Argentinos Juniors;Argentina
705;Mariano Gonzalo Andujar;Mariano;Gonzalo Andujar;40;NULL;Goalkeeper;Estudiantes;Argentina
706;Mariano Meynier;Mariano;Meynier;20;NULL;Forward;Union Santa Fe;Argentina
707;Mariano Mi̱o;Mariano;Mi̱o;29;NULL;Midfielder;Belgrano;Argentina
708;Mariano Troilo;Mariano;Troilo;20;NULL;Defender;Belgrano;Argentina
709;Martin Alejandro Gonzalez;Martin;Alejandro Gonzalez;22;NULL;Defender;Independiente;Argentina
710;Martin Cauteruccio Rodriguez;Martin;Cauteruccio Rodriguez;36;NULL;Forward;Independiente;Uruguay
711;Martin Ezequiel Ca̱ete;Martin;Ezequiel Ca̱ete;24;NULL;Forward;Banfield;Argentina
712;Martin Garay;Martin;Garay;24;NULL;Midfielder;Tigre;Argentina
713;Martin Ismael Payero;Martin;Ismael Payero;24;NULL;Midfielder;Boca Juniors;Argentina
714;Martin Luciano;Martin;Luciano;19;NULL;Defender;Newell's Old Boys;Argentina
715;Martin Ortega;Martin;Ortega;24;NULL;Defender;Tigre;Argentina
716;Martin Sarrafiore;Martin;Sarrafiore;26;NULL;Forward;Independiente;Argentina
717;Martiniano Moreno Diaz;Martiniano;Moreno Diaz;20;NULL;Forward;Estudiantes;Argentina
718;Mateo Agustin Coronel;Mateo;Agustin Coronel;24;NULL;Forward;Atletico Tucuman;Argentina
719;Mateo Baltasar Barcia Fernidez;Mateo;Baltasar Barcia Fernidez;22;NULL;Midfielder;Independiente;Uruguay
720;Mateo Burdisso;Mateo;Burdisso;21;NULL;Defender;Estudiantes;Argentina
721;Mateo Del Blanco;Mateo;Del Blanco;19;NULL;Midfielder;Union Santa Fe;Argentina
722;Mateo Garcia Franzotti;Mateo;Garcia Franzotti;20;NULL;Forward;Union Santa Fe;Argentina
723;Mateo Mendoza;Mateo;Mendoza;18;NULL;Defender;Godoy Cruz;Argentina
724;Mateo Pellegrino Casalanguila;Mateo;Pellegrino Casalanguila;22;NULL;Forward;Platense;Argentina
725;Mateo Perez;Mateo;Perez;22;NULL;Defender;Banfield;Argentina
726;Mateo Retegui;Mateo;Retegui;24;NULL;Forward;Tigre;Argentina
727;Mateo Seoane;Mateo;Seoane;19;NULL;Forward;Talleres Cordoba;Argentina
728;Mateo Valentin Caceres;Mateo;Valentin Caceres;20;NULL;Midfielder;Tigre;Argentina
729;Matias Agustin Moreno;Matias;Agustin Moreno;19;NULL;Defender;Belgrano;Argentina
730;Matias Alejandro Ibia̱ez Basualdo;Matias;Alejandro Ibia̱ez Basualdo;36;NULL;Goalkeeper;Colon;Argentina
731;Matias Alejandro Laba;Matias;Alejandro Laba;31;NULL;Midfielder;Barracas Central;Argentina
732;Matias Alexis Romero;Matias;Alexis Romero;27;NULL;Forward;Instituto;Argentina
733;Matias Bazzo;Matias;Bazzo;22;NULL;Defender;Gimnasia La Plata;Argentina
734;Matias Daniel Gimenez Rojas;Matias;Daniel Gimenez Rojas;24;NULL;Forward;Independiente;Argentina
735;Matias Eduardo Esquivel;Matias;Eduardo Esquivel;24;NULL;Forward;Lanus;Argentina
736;Matias Emanuel Godoy;Matias;Emanuel Godoy;21;NULL;Forward;Estudiantes;Argentina
737;Matias Espindola;Matias;Espindola;19;NULL;Midfielder;Tigre;Argentina
738;Matias Ezequiel Catali;Matias;Ezequiel Catali;31;NULL;Defender;Talleres Cordoba;Argentina
739;Matias Fernando Coccaro Ferreira;Matias;Fernando Coccaro Ferreira;25;NULL;Forward;Huracan;Uruguay
740;Matias Germi Melluso;Matias;Germi Melluso;25;NULL;Defender;Gimnasia La Plata;Argentina
741;Matias Gomez;Matias;Gomez;19;NULL;Midfielder;Huracan;Argentina
742;Matias Gomez;Matias;Gomez;17;NULL;Midfielder;Talleres Cordoba;Argentina
743;Matias Hernidez;Matias;Hernidez;18;NULL;Forward;San Lorenzo;Argentina
744;Matias Ibacache;Matias;Ibacache;24;NULL;Defender;Belgrano;Chile
745;Matias Kranevitter;Matias;Kranevitter;30;NULL;Midfielder;River Plate;Argentina
746;Matias Lisandro Mansilla;Matias;Lisandro Mansilla;27;NULL;Goalkeeper;Central Cordoba SdE;Argentina
747;Matias Nahuel Gonzalez;Matias;Nahuel Gonzalez;21;NULL;Midfielder;Banfield;Argentina
748;Matias Orihuela;Matias;Orihuela;31;NULL;Defender;Atletico Tucuman;Argentina
749;Matias Ramirez;Matias;Ramirez;24;NULL;Forward;Banfield;Argentina
750;Matias Rojas;Matias;Rojas;27;NULL;Midfielder;Racing Club;Paraguay
751;Matias Suarez;Matias;Suarez;35;NULL;Forward;River Plate;Argentina
752;Matias Tagliamonte;Matias;Tagliamonte;25;NULL;Goalkeeper;Racing Club;Argentina
753;Matias Vera;Matias;Vera;27;NULL;Midfielder;Argentinos Juniors;Argentina
754;Mauricio Andres Cuero Castillo;Mauricio;Andres Cuero Castillo;30;NULL;Forward;Independiente;Colombia
755;Mauricio Luciano Lollo;Mauricio;Luciano Lollo;36;NULL;Defender;Estudiantes;Argentina
756;Mauricio Roldi;Mauricio;Roldi;18;NULL;Forward;Banfield;Argentina
757;Mauro Adrii Carrizo;Mauro;Adrii Carrizo;16;NULL;Midfielder;Defensa y Justicia;Argentina
758;Mauro Andres Mendez Acosta;Mauro;Andres Mendez Acosta;24;NULL;Forward;Estudiantes;Uruguay
759;Mauro Antonio Burruchaga;Mauro;Antonio Burruchaga;25;NULL;Midfielder;Arsenal de Sarandi;Argentina
760;Mauro Boselli;Mauro;Boselli;38;NULL;Forward;Estudiantes;Argentina
761;Mauro Daniel Quiroga;Mauro;Daniel Quiroga;33;NULL;Forward;Platense;Argentina
762;Mauro Luna Diale;Mauro;Luna Diale;24;NULL;Forward;Union Santa Fe;Argentina
763;Mauro Martin Peinipil;Mauro;Martin Peinipil;24;NULL;Defender;Barracas Central;Argentina
764;Mauro Rodolfo Pitton;Mauro;Rodolfo Pitton;29;NULL;Midfielder;Central Cordoba SdE;Argentina
765;Maxi Moralez;Maxi;Moralez;36;NULL;Midfielder;Racing Club;Argentina
766;Maximiliano Alberto Lovera;Maximiliano;Alberto Lovera;24;NULL;Forward;Rosario Central;Argentina
767;Maximiliano Centurion;Maximiliano;Centurion;24;NULL;Defender;Arsenal de Sarandi;Argentina
768;Maximiliano Ezequiel Zalazar;Maximiliano;Ezequiel Zalazar;22;NULL;Forward;Platense;Argentina
769;Maximiliano Gabriel Comba;Maximiliano;Gabriel Comba;29;NULL;Forward;Gimnasia La Plata;Argentina
770;Maximiliano Gay;Maximiliano;Gay;20;NULL;Midfielder;Talleres Cordoba;Argentina
771;Maximiliano Puig;Maximiliano;Puig;22;NULL;Midfielder;Barracas Central;Argentina
772;Maximiliano Rodriguez;Maximiliano;Rodriguez;35;NULL;Defender;Barracas Central;Argentina
773;Maximiliano Romero;Maximiliano;Romero;24;NULL;Forward;Racing Club;Argentina
774;Maximiliano Walter Alanis;Maximiliano;Walter Alanis;20;NULL;Forward;Atletico Tucuman;Argentina
775;Michael Nicola Santos Rosadilla;Michael;Nicola Santos Rosadilla;30;NULL;Forward;Talleres Cordoba;Uruguay
776;Michael Rangel;Michael;Rangel;32;NULL;Forward;Central Cordoba SdE;Colombia
777;Miguel Angel Acosta;Miguel;Angel Acosta;21;NULL;Goalkeeper;Argentinos Juniors;Argentina
778;Miguel Borja;Miguel;Borja;30;NULL;Forward;River Plate;Colombia
779;Miguel Isaias Jacquet Duarte;Miguel;Isaias Jacquet Duarte;28;NULL;Defender;Platense;Paraguay
780;Miguel Marcelo Brizuela;Miguel;Marcelo Brizuela;26;NULL;Midfielder;Velez Sarsfield;Argentina
781;Miguel Merentiel;Miguel;Merentiel;27;NULL;Forward;Boca Juniors;Uruguay
782;Miguel Torren;Miguel;Torren;35;NULL;Defender;Argentinos Juniors;Argentina
783;Milton Casco;Milton;Casco;35;NULL;Defender;River Plate;Argentina
784;Milton Gimenez;Milton;Gimenez;27;NULL;Forward;Banfield;Argentina
785;Milton Giovanni Cantero;Milton;Giovanni Cantero;19;NULL;Midfielder;Racing Club;Argentina
786;Milton Uriel Rios;Milton;Uriel Rios;19;NULL;Midfielder;Huracan;Argentina
787;Misael Jaime;Misael;Jaime;19;NULL;Defender;Newell's Old Boys;Argentina
788;Moises Brandi;Moises;Brandi;23;NULL;Defender;Atletico Tucuman;Argentina
789;Nacho Fernidez;Nacho;Fernidez;33;NULL;Midfielder;River Plate;Argentina
790;Nadir Zeineddin;Nadir;Zeineddin;23;NULL;Forward;Platense;Argentina
791;Nahuel Ezequiel Gallardo;Nahuel;Ezequiel Gallardo;25;NULL;Defender;Sarmiento;Argentina
792;Nahuel Genez;Nahuel;Genez;20;NULL;Midfielder;Boca Juniors;Argentina
793;Nahuel Herni Losada;Nahuel;Herni Losada;30;NULL;Goalkeeper;Belgrano;Argentina
794;Nahuel Lautaro Bustos;Nahuel;Lautaro Bustos;25;NULL;Forward;Talleres Cordoba;Argentina
795;Natanael Laureano Troncoso;Natanael;Laureano Troncoso;22;NULL;Midfielder;Colon;Argentina
796;Nazareno Colombo;Nazareno;Colombo;24;NULL;Defender;Defensa y Justicia;Argentina
797;Nazareno Duri;Nazareno;Duri;19;NULL;Midfielder;Huracan;Argentina
798;Nazareno Manuel Funez;Nazareno;Manuel Funez;22;NULL;Forward;Newell's Old Boys;Argentina
799;Nelson Federico Insfri;Nelson;Federico Insfri;28;NULL;Goalkeeper;Gimnasia La Plata;Argentina
800;Nestor Adriel Breitenbruch;Nestor;Adriel Breitenbruch;27;NULL;Defender;Arsenal de Sarandi;Argentina
801;Nicola Adrii Oroz;Nicola;Adrii Oroz;29;NULL;Midfielder;Racing Club;Argentina
802;Nicola Agustin Sichez;Nicola;Agustin Sichez;19;NULL;Midfielder;Gimnasia La Plata;Argentina
803;Nicola Andres Fernidez;Nicola;Andres Fernidez;21;NULL;Defender;Estudiantes;Argentina
804;Nicola Barrientos;Nicola;Barrientos;28;NULL;Midfielder;Instituto;Argentina
805;Nicola Blandi;Nicola;Blandi;33;NULL;Forward;San Lorenzo;Argentina
806;Nicola Canela;Nicola;Canela;19;NULL;Defender;Godoy Cruz;Argentina
807;Nicola Capraro;Nicola;Capraro;25;NULL;Defender;Barracas Central;Argentina
808;Nicola Cordero;Nicola;Cordero;24;NULL;Forward;Huracan;Argentina
809;Nicola De La Cruz;Nicola;De La Cruz;26;NULL;Midfielder;River Plate;Uruguay
810;Nicola Eduardo Castro;Nicola;Eduardo Castro;33;NULL;Midfielder;Platense;Argentina
811;Nicolas Ezequiel Watson;Nicolas;Ezequiel Watson;25;NULL;Midfielder;Instituto;Argentina
812;Nicola Femia;Nicola;Femia;27;NULL;Midfielder;Sarmiento;Argentina
813;Nicola Fernidez;Nicola;Fernidez;27;NULL;Midfielder;Defensa y Justicia;Argentina
814;Nicola Gabriel Meaurio;Nicola;Gabriel Meaurio;20;NULL;Forward;Racing Club;Argentina
815;Nicola Garayalde;Nicola;Garayalde;24;NULL;Midfielder;Velez Sarsfield;Argentina
816;Nicolas Kozlovsky;Nicolas;Kozlovsky;20;NULL;Defender;Racing Club;Argentina
817;Nicola Leguizamon;Nicola;Leguizamon;28;NULL;Forward;Central Cordoba SdE;Argentina
818;Nicola Linares;Nicola;Linares;27;NULL;Forward;Instituto;Argentina
819;Nicola Meriano;Nicola;Meriano;22;NULL;Defender;Belgrano;Argentina
820;Nicola Morgantini;Nicola;Morgantini;28;NULL;Defender;Platense;Argentina
821;Nicola Orsini;Nicola;Orsini;28;NULL;Forward;Union Santa Fe;Argentina
822;Nicola Palavecino;Nicola;Palavecino;20;NULL;Midfielder;Estudiantes;Argentina
823;Nicola Pasquini;Nicola;Pasquini;32;NULL;Midfielder;Talleres Cordoba;Argentina
824;Nicola Paz;Nicola;Paz;20;NULL;Defender;Union Santa Fe;Argentina
825;Nicola Reniero;Nicola;Reniero;28;NULL;Forward;Racing Club;Argentina
826;Nicola Romero;Nicola;Romero;19;NULL;Defender;Atletico Tucuman;Argentina
827;Nicola Santiago Bertolo;Nicola;Santiago Bertolo;37;NULL;Midfielder;Banfield;Argentina
828;Nicola Servetto;Nicola;Servetto;27;NULL;Forward;Platense;Argentina
829;Nicola Sosa Sichez;Nicola;Sosa Sichez;27;NULL;Forward;Banfield;Uruguay
830;Nicola Tripichio;Nicola;Tripichio;27;NULL;Defender;Defensa y Justicia;Argentina
831;Nicola Utrera;Nicola;Utrera;19;NULL;Defender;Colon;Argentina
832;Nicola Valentini;Nicola;Valentini;22;NULL;Defender;Boca Juniors;Argentina
833;Nicola Vaquer;Nicola;Vaquer;20;NULL;Defender;Instituto;Argentina
834;Norberto Briasco;Norberto;Briasco;27;NULL;Forward;Boca Juniors;Argentina
835;Octavio Andres Bianchi;Octavio;Andres Bianchi;27;NULL;Forward;Rosario Central;Argentina
836;Omar Fernando Tobio;Omar;Fernando Tobio;33;NULL;Defender;Huracan;Argentina
837;Oscar Ariel Garrido Bigolin;Oscar;Ariel Garrido Bigolin;26;NULL;Midfielder;Instituto;Argentina
838;Oscar Ezequiel Jonathan Parnisari;Oscar;Ezequiel Jonathan Parnisari;33;NULL;Defender;Instituto;Argentina
839;Oscar Nahuel Arias;Oscar;Nahuel Arias;18;NULL;Defender;San Lorenzo;Argentina
840;Oscar Piris;Oscar;Piris;34;NULL;Defender;Union Santa Fe;Argentina
841;Oscar Romero;Oscar;Romero;31;NULL;Midfielder;Boca Juniors;Paraguay
842;Pablo Chavarria;Pablo;Chavarria;35;NULL;Forward;Belgrano;Argentina
843;Pablo de Blasis;Pablo;de Blasis;35;NULL;Midfielder;Gimnasia La Plata;Argentina
844;Pablo Ezequiel Aranda;Pablo;Ezequiel Aranda;22;NULL;Defender;Lanus;Argentina
845;Pablo Ezequiel Vegetti Pfaffen;Pablo;Ezequiel Vegetti Pfaffen;34;NULL;Forward;Belgrano;Argentina
846;Pablo Gaston Gerzel;Pablo;Gaston Gerzel;23;NULL;Forward;Sarmiento;Argentina
847;Pablo Javier Perez;Pablo;Javier Perez;38;NULL;Midfielder;Newell's Old Boys;Argentina
848;Pablo Maximiliano Lopez;Pablo;Maximiliano Lopez;17;NULL;Defender;Defensa y Justicia;Argentina
849;Pablo Minissale;Pablo;Minissale;22;NULL;Defender;Argentinos Juniors;Argentina
850;Pablo Piatti;Pablo;Piatti;34;NULL;Midfielder;Estudiantes;Argentina
851;Pablo Ramirez;Pablo;Ramirez;20;NULL;Midfielder;Platense;Argentina
852;Pablo Solari;Pablo;Solari;22;NULL;Forward;River Plate;Argentina
853;Paolo Duval Goltz;Paolo;Duval Goltz;38;NULL;Defender;Colon;Argentina
854;Paolo Guerrero;Paolo;Guerrero;39;NULL;Forward;Racing Club;Peru
855;Patricio Damii Tanda;Patricio;Damii Tanda;21;NULL;Midfielder;Union Santa Fe;Argentina
856;Patricio Ezequiel Pernicone;Patricio;Ezequiel Pernicone;22;NULL;Defender;Velez Sarsfield;Argentina
857;Patricio Pizarro;Patricio;Pizarro;23;NULL;Defender;Huracan;Argentina
858;Paulo Diaz;Paulo;Diaz;29;NULL;Defender;River Plate;Chile
859;Pedro Souto;Pedro;Souto;23;NULL;Midfielder;Banfield;Argentina
860;Pier Miqueas Barrios;Pier;Miqueas Barrios;33;NULL;Defender;Godoy Cruz;Argentina
861;Rafael Enrique Perez Almeida;Rafael;Enrique Perez Almeida;33;NULL;Defender;San Lorenzo;Colombia
862;Rafael Marcelo Delgado;Rafael;Marcelo Delgado;33;NULL;Defender;Colon;Argentina
863;Rafael Profini;Rafael;Profini;19;NULL;Defender;Union Santa Fe;Argentina
864;Ramiro Angel Carrera;Ramiro;Angel Carrera;29;NULL;Midfielder;Atletico Tucuman;Argentina
865;Ramiro Jesus Macagno;Ramiro;Jesus Macagno;26;NULL;Goalkeeper;Platense;Argentina
866;Ramiro Matias Degregorio;Ramiro;Matias Degregorio;20;NULL;Forward;Racing Club;Argentina
867;Ramiro Miguel Peralta;Ramiro;Miguel Peralta;20;NULL;Midfielder;Rosario Central;Argentina
868;Ramiro Ruiz Rodriguez;Ramiro;Ruiz Rodriguez;23;NULL;Forward;Atletico Tucuman;Argentina
869;Ramiro Sebastii Di Luciano;Ramiro;Sebastii Di Luciano;19;NULL;Defender;Banfield;Argentina
870;Ramiro Sordo;Ramiro;Sordo;23;NULL;Forward;Newell's Old Boys;Argentina
871;Ramon Abila;Ramon;Abila;33;NULL;Forward;Colon;Argentina
872;Ramon Cansinos;Ramon;Cansinos;20;NULL;Midfielder;Central Cordoba SdE;Argentina
873;Ramon Sosa Acosta;Ramon;Sosa Acosta;24;NULL;Midfielder;Talleres Cordoba;Paraguay
874;Raul Alberto Loaiza Morelos;Raul;Alberto Loaiza Morelos;29;NULL;Midfielder;Lanus;Colombia
875;Raul Alberto Lozano;Raul;Alberto Lozano;26;NULL;Defender;Platense;Argentina
876;Renzo Ivi Tesuri;Renzo;Ivi Tesuri;27;NULL;Forward;Atletico Tucuman;Argentina
877;Renzo Lopez Patron;Renzo;Lopez Patron;29;NULL;Forward;Tigre;Uruguay
878;Ricardo Centurion;Ricardo;Centurion;30;NULL;Midfielder;Barracas Central;Argentina
879;Ricardo Toma Solbes;Ricardo;Toma Solbes;17;NULL;Forward;Defensa y Justicia;Argentina
880;Robert Rojas;Robert;Rojas;27;NULL;Defender;Tigre;Paraguay
881;Roberto Agustin Bochi;Roberto;Agustin Bochi;33;NULL;Midfielder;Instituto;Argentina
882;Roberto Ignacio Leon;Roberto;Ignacio Leon;22;NULL;Goalkeeper;Racing Club;Argentina
883;Roberto Joaquin Garcia;Roberto;Joaquin Garcia;22;NULL;Defender;Velez Sarsfield;Argentina
884;Roberto Nicola Fernidez Fagundez;Roberto;Nicola Fernidez Fagundez;25;NULL;Midfielder;Godoy Cruz;Uruguay
885;Rodrigo Cabral;Rodrigo;Cabral;23;NULL;Forward;Argentinos Juniors;Argentina
